,0\O 
797\O ,\O RT\Eng @\O BeingSalmanKhan\Hin=बेंग्सलमंखन :\O Sach\Hin=सच Batau\Hin=बतउ .\O We\Eng were\Eng not\Eng ready\Eng with\Eng the\Eng #\O Race3Trailer\Eng .\O Is\Hin=इस liye\Hin=लिये itne\Hin=इतने posters\Eng banaye\Hin=बनाए .\O But\Hin=बुत Intezar\Hin=इंतज़ार ka\Hin=का fal\Hin=फल meetha\Hin=मीठ hota\Hin=होता h\Hin=ह …\O 
798\O ,"\O BREAKING\Hin=ब्रेअकिंग :-\O 
#\O Race3\Eng trailer\Eng on\Eng 15th\Eng May\Eng ...\O 
Mark\Eng the\Eng date\Eng 👍👍👍\O 

Guess\Eng what\Eng ??\O It\Eng has\Eng MIND\Eng BOGGLING\Eng action\Eng 💪💪\O 

#\O Race3\Eng trailer\Eng "\O 
799\O ,"\O Insta\Eng post\Eng by\Eng @\O remodsouza\Eng 

#\O Race3\Eng 
trailer\Eng soon\Eng ...\O 😀😀😀\O https\Eng ://\O t\Eng .\O co\Hin=को /\O 9d1JiN3BhU\Hin=9द्1अजिं3भु "\O 
800\O ,"#\O NehaDhupia\Eng 
Aaj\Hin=आअय् Kal\Hin=का Shaadi\Hin=शाडी ka\Hin=का hi\Hin=ही mausam\Hin=मौसम hai\Hin=हैं Bhai\Hin=भाई log\Hin=लाग 😀😀😀\O 

Heartly\Eng Congratulations\Eng @\O NehaDhupia\Eng @\O Imangadbedi\Eng 

Both\Eng r\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O MzKcT2HjeC\Eng "\O 
801\O ,"#\O Sanju\Eng releasing\Eng after\Eng #\O Race3\Eng but\Eng promotions\Eng are\Eng full\Eng on\Eng but\Eng nothing\Eng on\Eng cards\Eng for\Eng race\Eng .\O 

I\Eng hope\Eng product\Eng is\Eng not\Eng mad\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O i0T3oWPhg7\Eng "\O 
802\O ,"\O Don't\Hin=डों'ट you\Eng think\Eng now\Eng days\Eng 
#\O PrakashRaj\Hin=प्रकाश्राज is\Eng speaking\Eng too\Eng much\Eng ?"\O 
803\O ,"\O Very\Eng well\Eng played\Eng @\O mipaltan\Eng 
You\Eng deserve\Eng all\Eng the\Eng praise\Eng .\O 

Hopw\Eng You\Hin=यूं WILL\Hin=विल BE\Hin=बे IN\Hin=इन PLAY\Hin=प्ले OFF'S\Hin=औफ्फ्'स for\Hin=फॉर sure\Eng .\O 

This\Eng requires\Eng element\Eng 👍👍\O 

#\O MIvKKR\Eng "\O 
804,"भगवान्\O इसका\O भला\O करे.....\O 
जय\O श्री\O राम\O 🙏🙏\O https\Eng ://\O t\Eng .\O co\Hin=को /\O bMuDymgoj0\Hin=ब्मुद्मगेज्0 "\O 
805,"भाई\O मुंबई\O इंडियंस\O वालो,\O तुम्हे\O जबतक\O पानी\O गले\O तक\O नहीं\O आता\O तबतक\O जितना\O अच्छा\O नहीं\O लगता\O क्या?\O 😝😝🤔🤔\O 

#\O MIvKKR\Eng "\O 
806\O ,"\O Can't\Eng imagine\Eng ,\O 
KKR\Eng didn't\Eng beat\Eng Mumbai\Eng Indias\Eng on\Eng their\Eng home\Eng ground\Eng ...\O 

#\O MIvKKR\Eng 
#\O KKRvMI\Hin=क्क्र्व्मी "\O 
807\O ,"\O Koi\Hin=कोई nahi\Hin=नाही #\O IshanKishan\Hin=इशांकिशान 
Tune\Hin=धुने apna\Hin=अप्ना kaam\Hin=काम Kar\Hin=कार diya\Hin=दिया ...\O 

Mind\Hin=मिंद blowing\Eng ...\O 

#\O MIvKKR\Eng "\O 
808\O ,"\O Don't\Hin=डों'ट worry\Hin=वरी bro\Hin=बरो ...\O 
Manish\Eng Malhotra\Hin=मलहोत्र jaise\Hin=जैसे log\Hin=लाग Kuch\Hin=कुछ bhi\Hin=भही Kar\Hin=कार sakte\Hin=सकते hai\Hin=हैं 😀😀😀\O 

Apan\Hin=अपन Kare\Hin=करे to\Hin=तू apan\Hin=अपन chutiyaa\Hin=चुटिया kehlayenge\Hin=कहलाएंगे 😌\EMT https\Eng ://\O t\Eng .\O co\Eng /\O DKL8DVZ1cU\Eng "\O 
809\O ,"#\O IshanKishan\Hin=इशांकिशान you\Hin=यूं beauty\Eng ..\O 

What\Eng a\Eng shot\Eng man\Hin=मान ...\O 4\O in\Eng a\Eng row\Eng ...\O 

Outstanding\Eng bc\Eng ...\O 

#\O MIvKKR\Eng "\O 
810\O ,\O Gained\Eng 15\O followers\Eng and\Eng lost\Eng 11\O (\O stats\Eng by\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O ZIgtIQhsJR\Hin=ज़िग्टीक़्स्ज्र )\O 
811\O ,#\O Race3\Eng trailer\Eng will\Eng come\Hin=कौमअ THIS\Hin=तीस WEEKEND\Hin=वीकेंड ...\O 🏎🏎🏍🏍🔜🔜🔜\O 
812\O ,"\O There\Eng are\Eng plenty\Eng of\Eng lukhhas\Eng who\Eng abuse\Eng me\Hin=मे everyday\Eng but\Eng I\Eng never\Eng abuse\Eng them\Eng back\Eng ...\O 
Why\Eng guys\Eng ?"\O 
813\O ,"\O Sonam\Hin=सोनम Kapoor\Eng finally\Eng married\Eng .\O 

What\Eng do\Eng you\Eng think\Eng of\Eng her\Eng film\Eng career\Eng now\Eng ?"\O 
814\O ,\O RT\Eng @\O priyagupta999\Eng :\O This\Eng is\Eng #\O Amazon\Eng ’\O s\Eng owner\Eng #\O JeffBezos\Eng when\Eng he\Eng started\Eng in\Eng 1999.\O Don\Hin=दान ’\O t\Eng lose\Eng hope\Eng 😊\EMT https\Eng ://\O t\Eng .\O co\Hin=को /\O faLdncxrSq\Hin=फाल्द्न्च्क्स्र्स्क़ 
815\O ,\O RT\Eng @\O shirazwriter\Eng :\O #\O Race3\Eng trailer\Eng coming\Eng very\Eng very\Eng soon\Eng .\O https\Eng ://\O t\Eng .\O co\Eng /\O Lsg9wnr6j9\Eng 
816\O ,"\O Good\Hin=गूद morning\Eng guys\Eng ..\O 

Sunday\Hin=सुंदय ho\Hin=ह ya\Hin=या Monday\Hin=मंदय ,\O 
Roj\Hin=रोज Khao\Hin=खाओ ande\Hin=अंडे 😀😀🐓🐣🍶"\O 
817\O ,"#\O SonamAnandReception\Hin=सोनमानन्द्रिसेप्शन 
Who\Eng is\Eng the\Eng fashion\Eng designer\Eng who\Eng asked\Eng to\Eng wear\Eng @\O Nike\Eng runner\Eng shoes\Eng on\Eng reception\Eng dress\Eng ?\O 

Hang\Hin=हंग him\Eng bc\Eng 😜😜😜"\O 
818\O ,"\O How\Eng can\Eng a\Eng groom\Eng wear\Eng SPORTS\Hin=स्पोर्ट SHOES\Hin=शूअज् on\Hin=ओं a\Eng sherwani\Eng 😌😌\O 
Fashion\Hin=फैशन ke\Hin=क naam\Hin=नाअम् pe\Hin=पी bencho\Hin=बेंचो Kuch\Hin=कुछ bhi\Hin=भही 😜😜😜😀\O 
#\O SonamAnandWedding\Hin=सोनमानंडवीद्दींग 

https\Eng ://\O t\Eng .\O co\Eng /\O tIs4ZmLfXB\Hin=तिस्4ज़्म्ल्फ्क्स्ब "\O 
819\O ,"#\O IfRahulBecomesPM\Hin=इफ्राहुलबेकमिस्प्म 
A\Eng new\Eng ministrial\Eng post\Eng will\Eng be\Eng started\Eng for\Eng kejriwal\Hin=केजरिवल ji\Hin=जी ,\O 
U-TURN\Eng minister\Eng 😜"\O 
820\O ,"#\O IfRahulBecomesPM\Hin=इफ्राहुलबेकमिस्प्म 
1\O RS\Eng will\Eng equal\Eng to\Eng 100\O $\O 😀😀😀"\O 
821\O ,"#\O IfRahulBecomesPM\Hin=इफ्राहुलबेकमिस्प्म 

Then\Eng even\Eng Sunil\Eng Grover\Eng will\Eng be\Eng out\Eng of\Eng job\Eng within\Eng a\Eng week\Eng 😜😜😜"\O 
822\O ,"\O I\Eng really\Hin=रिअल्ली feel\Eng sad\Eng that\Eng ,\O Amit\Eng ji's\Eng ads\Eng come\Eng every\Eng 2\O mins\Eng but\Eng Abhishek\Hin=अभिषेक Bhai\Hin=भाई never\Eng comes\Eng ,\O neither\Eng in\Eng Ads\Eng nor\Eng films\Eng 😀😀😜😜😜"\O 
823\O ,\O Latest\Eng Stats\Eng =\O 17\O Followers\Eng and\Eng 5\O Unfollowers\Eng (\O tracked\Eng by\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O ZIgtIQhsJR\Hin=ज़िग्टीक़्स्ज्र )\O 
824\O ,"#\O 102NotOut\Eng passed\Eng crucial\Eng Monday\Eng test\Eng ...\O 
Drop\Eng is\Eng just\Eng 10%\O from\Eng Friday\Eng which\Eng is\Eng Excellent\Eng .\O 

Collected\Eng 3\O cr\Eng nett\Eng ..\O 
T\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O t5wIPpiVaG\Hin=त्5अविप्पिवाग "\O 
825,"मायावती\O जी\O अखिलेश\O से\O हाथ\O मिला\O रही\O है,\O 
आम\O आदमी\O पार्टी\O कांग्रेस\O से\O हाथ\O मिला\O लेगी,\O 
ममता\O इन\O सबसे\O हाथ\O मिला\O लेगी\O 2019…\O https\Eng ://\O t\Eng .\O co\Hin=को /\O 9Z3liUoALU\Eng "\O 
826\O ,"#\O Race3\Eng 

Secret\Eng sources\Eng :-\O 
Race\Eng 3\O trailer\Eng seen\Eng by\Eng some\Eng distributors\Eng and\Eng they\Eng told\Eng it's\Eng MIND\Hin=मिंद BOGGLING\Hin=बोYग्लिंग ..\O 

Nobody\Eng would\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O i40ryXPVs7\Eng "\O 
827\O ,\O Good\Hin=गूद morning\Hin=मोरनिंग Doston\Eng ...\O 🙏\O https\Eng ://\O t\Eng .\O co\Eng /\O RCmLQe1ifl\Eng 
828\O ,"\O Sunrisers\Eng ,\O you\Eng are\Eng the\Eng masters\Eng in\Eng defending\Eng 🙏🙏🙏🙏\O 

#\O RCBvSRH\Eng 
#\O RCBvsSRH\Eng "\O 
829\O ,"\O Good\Eng night\Eng laundo\Eng and\Hin=एंड laundiyon\Hin=लौँदियों ....\O 

How\Eng was\Eng the\Eng day\Eng ?"\O 
830,"तू\O अपने\O सर\O पे\O बाल\O बढ़ा\O टकले...\O 

मेरे\O फॉलोवर्स\O बढ़ेंगे,\O चिंता\O मत\O कर\O https\Eng ://\O t\Eng .\O co\Eng /\O S1f8Q2vww3\Eng "\O 
831\O ,"\O Badumbaaaaaa\Hin=बदम्ब्या ....\O 
This\Eng is\Eng craze\Eng of\Eng mine\Eng 😀😀😀😀\O 

Sapne\Hin=सपने me\Hin=मे hi\Hin=ही Sahi\Eng ..\O https\Eng ://\O t\Eng .\O co\Eng /\O QfvXP3m13S\Eng "\O 
832\O ,"\O My\Eng week\Eng on\Eng Twitter\Eng 🎉:\O 272\O Mentions\Eng ,\O 3\O .\O 93K\Eng Mention\Eng Reach\Eng ,\O 2\O .\O 22K\Eng Likes\Eng ,\O 385\O Retweets\Eng ,\O 88\O New\Eng Followers\Eng .\O See\Eng yours\Eng wit\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O iSYEUTQhEa\Hin=इस्य्य्यूत्क़िया "\O 
833\O ,"\O My\Eng week\Eng on\Eng Twitter\Eng 🎉:\O 272\O Mentions\Eng ,\O 3\O .\O 93K\Eng Mention\Eng Reach\Eng ,\O 2\O .\O 22K\Eng Likes\Eng ,\O 385\O Retweets\Eng ,\O 88\O New\Eng Followers\Eng .\O See\Eng yours\Eng wit\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O oDeoZ6wNaV\Hin=ओडेओज़्6वनव "\O 
834\O ,\O Latest\Eng Stats\Eng =\O 20\O Followers\Eng and\Eng 9\O Unfollowers\Eng (\O tracked\Eng by\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O ZIgtIQhsJR\Hin=ज़िग्टीक़्स्ज्र )\O 
835\O ,"#\O Shamshera\Hin=शामशेरा 
Another\Eng #\O Besharam\Hin=बेशरम in\Hin=इन the\Eng making\Eng ..."\O 
836\O ,"#\O Shamshera\Hin=शामशेरा 

It\Eng will\Eng big\Eng FLOP\Hin=फ्लोप on\Eng day\Eng one\Eng only\Eng ..\O 

Save\Eng this\Eng tweet\Eng 😀🙏"\O 
837\O ,"\O Our\Eng biggest\Eng fans\Eng this\Eng week\Hin=वीक :\O @\O AmiShilpaShinde\Hin=अमिषिल्पषिंदे ,\O @\O BeingWazir\Hin=बेंगवाजीर ,\O @\O SalmanAabdi\Hin=सलमनाअब्दी .\O Thank\Eng you\Eng !\O via\Eng https\Eng ://\O t\Eng .\O co\Eng /\O YW3ZTgIYAP\Eng https\Eng ://\O t\Eng .\O co\Eng /\O 6ZK7WE6nUc\Eng "\O 
838\O ,\O Many\Eng people\Eng unfortunately\Eng take\Eng CELL\Hin=सैल phone\Hin=फोन in\Eng hand\Eng first\Eng when\Eng they\Eng wake\Eng up\Eng instead\Eng of\Eng संडास\O पिचकारी\O to\Eng wash\Eng their\Eng a\Eng **\O 😀😀😀😀\O 
839\O ,"\O Good\Hin=गूद morning\Eng people\Eng ...\O 
Have\Eng a\Eng great\Eng week\Eng ahead\Eng ...\O 🙏🙏\O 
#\O MondayMotivation\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O FTiqtHGlZR\Hin=फ्टिक़्थ्ग्ल्ज़्र "\O 
840\O ,"\O Tu\Hin=तू to\Hin=तू bosdk\Hin=बोस्ड्क ,\O Newton\Hin=न्य्व्टों hai\Hin=हैं na\Hin=ना ...\O Lukkhhe\Hin=लुक्हे https\Eng ://\O t\Eng .\O co\Hin=को /\O cjCSiZnTFi\Hin=च्ज्ख्साइज्Mत्फ़ी "\O 
841\O ,"\O Good\Eng night\Eng guys\Eng ...\O 

Tommorow\Hin=तोम्मोरो go\Eng to\Eng office\Eng and\Eng do\Eng the\Eng same\Eng shit\Eng work\Eng 😜😜😜\O https\Eng ://\O t\Eng .\O co\Hin=को /\O McEIyr0ZIX\Eng "\O 
842\O ,\O Watching\Hin=वाऔचिंग #\O Dabangg2\Hin=दबंग्ग्2 :)\EMT Jio\Hin=जियो Chulbul\Hin=चुलबुल Pandy\Hin=पांडी :)\EMT 
843\O ,"\O well\Eng played\Eng MUMBAI\Hin=मुंबई ..\O Jaan\Hin=जान gale\Hin=गले tak\Hin=तक aa\Hin=आआ gayi\Hin=गयी thi\Hin=ती :)\EMT Hopes\Hin=होप alive\Eng 
#\O MIvKKR\Eng "\O 
844\O ,\O Last\Eng 24\O Hours\Eng =\O 13\O Followers\Eng and\Eng 5\O Unfollowers\Eng (\O stats\Eng by\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O ZIgtIQhsJR\Hin=ज़िग्टीक़्स्ज्र app\Eng )\O 
845\O ,"\O Can't\Eng imagine\Eng Alia\Eng and\Eng Ranbir\Eng looks\Eng so\Eng much\Eng in\Eng love\Eng .\O 
#\O Brahmastra\Eng doing\Eng all\Eng good\Eng for\Eng them\Eng 😀😀😀"\O 
846\O ,"#\O 102NotOut\Eng shown\Eng some\Eng growth\Eng on\Eng weekends\Eng .\O 

But\Eng still\Eng won't\Eng be\Eng able\Eng to\Eng cover\Eng even\Eng investment\Eng forget\Eng profits\Eng ."\O 
847\O ,"\O Watching\Eng one\Eng of\Eng my\Eng favorite\Eng and\Eng one\Eng of\Eng the\Eng best\Eng movie\Eng of\Eng this\Eng decade\Eng 
#\O Sultan\Eng 

Watch\Eng it\Eng now\Eng 👍\O 

@\O BeingSalmanKhan\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O wf9Llv13Ts\Eng "\O 
848\O ,"#\O WorldLaughterDay\Eng 
Laughing\Eng is\Eng the\Eng best\Eng medicine\Eng ..\O 

Keep\Eng laughing\Eng guys\Eng and\Eng spread\Eng love\Eng .."\O 
849\O ,"#\O WorldLaughterDay\Eng 
😀😀😀\O Simply\Eng south\Eng https\Eng ://\O t\Eng .\O co\Eng /\O 24XiIIvlh7\Eng "\O 
850\O ,"\O When\Eng just\Eng for\Eng a\Eng second\Eng ,\O you\Eng feel\Eng you\Eng are\Eng #\O SalmanKhan\Eng 😜😜😜😜\O https\Eng ://\O t\Eng .\O co\Hin=को /\O ySP3HwPfEj\Hin=इस्प्3व्प्फेज "\O 
851\O ,"\O Good\Hin=गूद morning\Eng laundo\Eng ...\O 

Check\Hin=चेक this\Eng out\Eng and\Eng seriously\Eng think\Eng about\Eng it\Eng ..\O happy\Eng Sunday\Eng 👍👍\O https\Eng ://\O t\Eng .\O co\Eng /\O trhHiRp5d7\Eng "\O 
852\O ,@\O annedee1967\Eng True\Eng ...\O Deee\Hin=दे 
853\O ,"\O Bhai\Hin=भाई jaise\Hin=जैसे ganje\Hin=गंजे ke\Hin=क sir\Hin=सिअर pe\Hin=पी ekhad\Hin=एखड Baal\Hin=बाल ugta\Hin=उगता hai\Hin=हैं salon\Hin=सलों me\Hin=मे waise\Hin=वैसे hi\Hin=ही jadeja\Hin=जड़ेजा ugta\Hin=उगता hai\Hin=हैं saalo\Hin=सालो me\Hin=मे 😜😜😜\O 

#\O CSKvRCB\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O rFIpRoRaup\Hin=र्फिप्रराओप "\O 
854\O ,\O Last\Eng 24\O Hours\Eng =\O 15\O Followers\Eng and\Eng 4\O Unfollowers\Eng (\O stats\Eng by\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O ZIgtIQhsJR\Hin=ज़िग्टीक़्स्ज्र app\Eng )\O 
855\O ,"\O Well\Eng played\Eng #\O TimSouthee\Eng 
Jab\Hin=जब koi\Hin=कोई na\Hin=ना chale\Hin=चले tar\Hin=तार hum\Hin=हम chale\Hin=चले ...\O 

#\O CSKvRCB\Eng "\O 
856\O ,"\O Hollywood\Eng directors\Eng will\Eng kill\Eng themselves\Eng after\Eng seeing\Eng the\Eng scene\Eng 

😀😀😀\O https\Eng ://\O t\Eng .\O co\Eng /\O BgSbK5LT5b\Eng "\O 
857\O ,"\O Well\Eng played\Eng @\O mipaltan\Eng and\Eng welcome\Eng back\Eng to\Eng #\O ipl2018\Eng 😀\O 
You\Eng can\Eng win\Eng any\Eng match\Eng if\Eng you\Eng back\Eng yourself\Eng .\O 

Krunal\Eng you\Eng beauty\Eng ..\O 👍👍\O 

#\O MIvsKXIP\Eng "\O 
858\O ,"\O Hardik\Eng ko\Hin=को nikalo\Hin=निकलो aur\Hin=अर् krunal\Hin=क्रुणल ko\Hin=को lo\Hin=ल bc\Eng Indian\Eng team\Eng me\Eng .\O 

#\O MIvsKXIP\Eng "\O 
859\O ,"#\O Stoinis\Eng got\Eng the\Eng same\Eng treatment\Eng he\Eng gave\Eng to\Eng Mumbai\Eng Indians\Eng ...\O 

Karma\Hin=कर्मा 😜😜😜\O 

#\O MIvsKXIP\Eng "\O 
860\O ,"\O This\Eng #\O KrunalPandya\Eng is\Eng much\Eng better\Eng than\Eng flop\Eng hardik\Eng ..\O 

No\Eng extra\Eng attitude\Eng ,\O no\Eng chutiyaa\Hin=चुटिया hair\Hin=हेयर cut\Eng but\Eng play\Eng with\Eng responsibility\Eng .\O 

#\O MIvsKXIP\Eng "\O 
861\O ,"\O This\Eng flop\Eng #\O HardikPandya\Hin=हर्डिकपांड्य made\Eng 23\O runs\Eng in\Eng 13\O balls\Eng which\Eng he\Eng gave\Eng away\Eng in\Eng 6\O balls\Eng in\Eng last\Eng over\Eng .\O 
What\Eng a\Eng sham\Hin=शाम .\O 

#\O MIvsKXIP\Eng "\O 
862\O ,"@\O BeingSalmanKhan\Hin=बेंग्सलमंखन Bhai\Eng jaan\Hin=जान ,\O 

Please\Eng tweet\Eng Karo\Hin=करो ki\Hin=की Mumbai\Hin=मुंबई Indians\Eng remove\Eng #\O Pandya\Eng ASAP\Eng ..\O 😀😀\O 

#\O MIvsKXIP\Eng "\O 
863\O ,\O RT\Eng @\O BeingSalmanKhan\Eng :\O All\Eng the\Eng very\Eng best\Eng .\O Watch\Eng this\Eng teaser\Eng of\Eng #\O BhaveshJoshiSuperHero\Hin=भवेश्जोशिसुपररों @\O HarshKapoor\Hin=हरश्कपूर _\O @\O AnilKapoor\Eng https\Eng ://\O t\Eng .\O co\Eng /\O 0bNQ6WOcag\Eng 
864\O ,"\O Shows\Eng of\Eng blockbuster\Eng #\O Omerta\Eng cancelled\Eng to\Eng such\Eng extent\Eng that\Eng it\Eng can't\Eng even\Eng do\Eng 5\O cr\Eng life\Eng time\Eng business\Eng ..\O 

Wow\Eng supersta\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O 5vHKoxGH1b\Eng "\O 
865\O ,"\O I\Eng hate\Hin=हटे VIVO\Hin=वीवो ads\Eng bc\Hin=ब्ख ...\O 

Isse\Hin=इससे achhi\Hin=अछी to\Hin=तू wo\Hin=वो Airtel\Eng wali\Hin=वाली ladki\Hin=लड़की hai\Hin=हैं ...\O 😜😜😜\O 

#\O MIvsKXIP\Eng "\O 
866\O ,"\O Did\Eng anyone\Eng see\Eng #\O ShilpaShinde\Hin=शिल्पषिंदे ?\O 

With\Eng sunil\Hin=सुनील grover\Eng ?"\O 
867\O ,"\O Bhai\Hin=भाई Yuvi\Hin=युई ,\O aap\Eng Sach\Hin=सच me\Hin=मे abhi\Hin=अभी retirement\Eng le\Eng loo\Hin=ल्zऊ aur\Hin=अर् bachho\Hin=बच्चो ko\Hin=को padhao\Hin=पढ़ाओ ..\O 
Aap\Hin=आअप् se\Hin=सी abhi\Hin=अभी na\Hin=ना ho\Hin=ह payega\Hin=पायेगा ..\O 

#\O MIvsKXIP\Eng "\O 
868\O ,"\O RT\Hin=अर्त @\O aajtak\Hin=आजतक :\O .@\O DrKumarVishwas\Hin=द्रकुमर्विश्वास ने\O @\O twtpoonam\Hin=तव्त्पूनम से\O बातचीत\O में\O केजरीवाल\O से\O मिले\O ज़ख्म\O को\O कुछ\O यूं\O बयां\O किया..\O 
पराये\O आँसुओ\O से\O आँख\O को\O नम\O कर\O रहा\O हूँ…"\O 
869\O ,\O RT\Hin=अर्त @\O Javedakhtarjadu\Hin=जवेदखतरजादू :\O Jinnah\Eng was\Eng neither\Eng a\Eng student\Eng nor\Eng a\Eng teacher\Eng of\Eng Alig\Eng Its\Hin=इट a\Eng shame\Eng that\Eng his\Eng portrait\Eng is\Eng there\Eng The\Eng administration\Eng n\Eng stude\Eng …\O 
870\O ,"\O RT\Eng @\O SpecialCoverage\Eng :\O मानहानि\O केस:\O कुमार\O बोले-\O 'हमारा\O 'सेनापति'\O कायर\O था,\O चरणों\O में\O लोट\O गया\O और\O बोला\O माफ़\O कर\O दो\O हुजूर?\O 
@\O DrKumarVishwas\Eng 
https\Eng :…"\O 
871\O ,"\O Congratulations\Eng Bhai\Hin=भाई fans\Hin=फZzस् ,\O 

@\O BeingSalmanKhan\Eng is\Eng undisputed\Eng king\Eng of\Hin=ऑफ BOLLYWOOD\Hin=बोलीवुड with\Hin=विद huge\Eng 62%\O 💪💪\O 

SRK\Eng and\Eng Aamir\Eng got\Eng ap\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O zZdrFlNXzI\Hin=ज़्ज़्द्र्फ्ल्Mक्जी "\O 
872\O ,"\O Hence\Eng proved\Eng @\O ArvindKejriwal\Hin=अरविंड़केजरिवल 
Is\Hin=इस LIAR\Hin=ल्यार CM\Eng ...\O 
I\Eng blindly\Eng trust\Eng @\O DrKumarVishwas\Eng 

https\Eng ://\O t\Eng .\O co\Eng /\O bgq57qdNQp\Eng "\O 
873\O ,"\O RT\Eng @\O KapilMishra\Hin=कपिलमेशरा _\O IND\Hin=इन्द :\O वो\O पैदायशी\O झूठा\O है\O यह\O सच\O 
अब\O दुनिया\O से\O छिपा\O ना\O रहा\O 

कोई\O ऐसा\O सगा\O बचा\O भी\O नहीं\O 
जिससे\O केजरीवाल\O ने\O झूठ\O न\O कहा\O https\Eng ://\O t\Eng .\O co\Hin=को /\O 46\O …"\O 
874\O ,"\O Will\Eng #\O MumbaiIndians\Eng will\Eng win\Eng today's\Eng eliminator\Eng match\Eng ?\O 
#\O MIVSKXIP\Eng "\O 
875\O ,"\O I\Hin=इ know\Eng most\Eng of\Eng my\Eng fans\Eng agree\Eng to\Eng this\Eng ...\O 
😀😀😀😜😜\O https\Eng ://\O t\Eng .\O co\Eng /\O jRoEbnb87i\Hin=ज्रोएब्न्ब्87ई "\O 
876\O ,"\O Good\Hin=गूद morning\Eng frustrated\Eng people\Eng ..\O 

Be\Eng happy\Eng ...\O Today\Eng is\Eng Friday\Eng ....😀😀\O https\Eng ://\O t\Eng .\O co\Eng /\O YH62iPidin\Eng "\O 
877\O ,@\O krk\Hin=क्र्क _\O ka\Hin=का _\O dhadkan\Hin=धड़कन Tension\Hin=टैंशन na\Hin=ना le\Hin=ल pagli\Hin=पगली 
878\O ,"\O The\Eng Aamir\Eng Khan\Eng ads\Eng of\Eng #\O Vivo\Eng are\Eng really\Eng irritating\Eng and\Eng very\Eng frequently\Eng shown\Eng .\O 

Band\Hin=बंद Karo\Hin=करो yaar\Hin=यार ....\O 

#\O CSKvKKR\Eng 
#\O IPL2018\Eng "\O 
879\O ,"\O Last\Eng IPL\Eng of\Eng #\O Dhoni\Eng 

#\O KKRvCSK\Eng "\O 
880\O ,\O Chindhi\Eng ..\O https\Eng ://\O t\Eng .\O co\Hin=को /\O UiFf8IWJfE\Hin=उइफ्8ईव्ज्फ 
881\O ,\O Gained\Eng 14\O followers\Eng and\Eng lost\Eng 8\O (\O stats\Eng by\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O ZIgtIQhsJR\Hin=ज़िग्टीक़्स्ज्र )\O 
882\O ,"\O Everyone\Eng talks\Eng abt\Hin=अब्त #\O SwachhBharat\Hin=स्वछ्भारत but\Hin=बुत nobody\Eng talks\Eng abt\Eng importance\Eng of\Eng DUST\Eng BINS\Hin=बिन to\Eng throw\Eng d\Eng dust\Eng .\O 

Modiji\Eng took\Eng Cess\Eng fr\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O 8CDJQTUBFE\Eng "\O 
