,0\O 
457\O ,\O Has\Hin=हास to\Eng be\Hin=बे #\O HawaHawai\Hin=हवाहवाई .\O What\Eng else\Eng ??\O I\Eng got\Eng to\Eng do\Eng my\Eng first\Eng Bollywood\Eng Dance\Eng next\Eng to\Eng @\O vidya\Hin=विद्या _\O balan\Hin=बैलन in\Eng a\Eng hit\Eng film\Eng !\O But\Eng ot\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O D3pGDoywgn\Eng 
458\O ,@\O akash\Eng _\O rockzz\Eng Will\Eng take\Eng off\Eng on\Eng the\Eng longest\Eng bike\Eng ride\Eng possible\Eng and\Eng then\Hin=ठें chilllll\Hin=चिल्ल्ल्ल ...#\O AskMalishka\Hin=अस्कमलिश्का #\O Malishkakomattsunn\Hin=म्लिश्काकोमेट्सुन्न 
459\O ,\O How\Eng could\Eng anyone\Eng answer\Eng that\Eng at\Eng the\Eng peak\Eng of\Eng her\Eng life\Hin=लाइफ :)\EMT Bahut\Hin=बहुत baaki\Hin=बाकी hai\Hin=हैं ....\O I\Eng hope\Eng 😘\EMT #\O AskMalishka\Hin=अस्कमलिश्का https\Eng ://\O t\Eng .\O co\Hin=को /\O pFuWLroiFI\Hin=प्फुव्लरोइफ़ी 
460\O ,\O Patli\Hin=पातली Chhaas\Hin=छाआस and\Hin=एंड White\Hin=वाइट dhokla\Hin=धोक्ला ...\O also\Hin=अलसी those\Eng thin\Eng rotis\Eng with\Eng ghee\Hin=घेई ...\O yummmm\Hin=युम्म्म्म #\O AskMalishka\Hin=अस्कमलिश्का #\O MalishkaKoMattSunn\Hin=म्लिश्काकोमेट्सुन्न https\Eng ://\O t\Eng .\O co\Eng /\O hLEBXR7Lt5\Eng 
461\O ,\O RT\Eng @\O bhat712\Eng :\O @\O mymalishka\Eng Just\Eng because\Eng of\Eng me\Eng my\Hin=मी Dad\Eng had\Eng to\Eng listen\Eng your\Eng shows\Eng and\Eng eventually\Eng he\Eng had\Eng to\Eng gift\Eng me\Eng a\Eng phone\Eng to\Eng listen\Eng to\Eng your\Eng show\Eng …\O 
462\O ,\O Aapki\Hin=आपकी taang\Hin=तांग kheenchi\Hin=खींची thi\Hin=ती na\Hin=ना mere\Hin=मेर Vishal\Hin=विशाल dost\Hin=दोस्त tab\Hin=तब se\Hin=सी Ho\Hin=ह gayi\Hin=गयी 😁\O But\Hin=बुत truly\Eng I\Eng just\Eng can\Eng ’\O t\Eng stand\Eng nonsense\Eng I\Eng think\Eng :)…\O https\Eng ://\O t\Eng .\O co\Hin=को /\O HlooMqLGqE\Hin=हलूम्क़्ल्ग्क़े 
463\O ,@\O Iam\Eng _\O Sandy17\Eng @\O RedFM\Eng _\O Mumbai\Eng I'd\Eng like\Eng classic\Eng rock\Eng with\Eng some\Eng Bollywood\Hin=बोलीवुड tadka\Hin=तड़का any\Hin=अन्य day\Eng #\O AskMalishka\Hin=अस्कमलिश्का #\O Malishkakomattsunn\Hin=म्लिश्काकोमेट्सुन्न 
464\O ,\O I\Hin=इ don\Hin=दान ’\O t\Hin=त .\O I\Eng like\Eng a\Eng few\Eng of\Eng them\Eng tremendously\Eng but\Eng not\Eng a\Eng single\Eng crush\Eng back\Eng home\Eng .\O Ghar\Hin=घड़ी Ki\Hin=की murgi\Hin=मुरगी has\Hin=हास happened\Eng 😜…\O https\Eng ://\O t\Eng .\O co\Eng /\O AgcT0TmVxl\Eng 
465\O ,@\O bhat712\Eng Why\Eng for\Eng a\Eng second\Eng ?\O You're\Eng most\Eng welcome\Eng to\Eng join\Eng us\Eng for\Eng breakfast\Eng @\O RedFMIndia\Eng with\Eng @\O malishkakeboys\Eng boyzes\Hin=बोय्जस arr\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O YNfmdVIbSX\Eng 
466\O ,\O Mil\Hin=मिल gaya\Hin=गया Ho\Hin=ह toh\Hin=तोह aapko\Hin=आपको pata\Hin=पटा kaise\Hin=किसे chalega\Hin=चलेगा ;)\EMT #\O AskMalishka\Hin=अस्कमलिश्का #\O MalishkaKoMattSunn\Hin=म्लिश्काकोमेट्सुन्न https\Eng ://\O t\Eng .\O co\Hin=को /\O gYLSODPtiq\Eng 
467\O ,\O Thanks\Eng Amogh\Eng .\O I\Eng Live\Eng and\Eng let\Eng things\Eng happen\Eng .\O It\Eng will\Eng be\Eng a\Eng good\Eng place\Eng I\Eng ’\O m\Eng sure\Hin=सुर्य ❤️\O Tum\Hin=तम saath\Hin=सात rehna\Hin=रहना Ok\Hin=अक ?:)\O #\O askmalishka\Hin=अस्कमलिश्का https\Eng ://\O t\Eng .\O co\Eng /\O ScTiub8gz4\Eng 
468,100\O lashes\Eng if\Eng anyone\Eng fought\Eng in\Eng the\Eng name\Eng of\Eng religion\Eng 😄\EMT #\O AskMalishka\Eng https\Eng ://\O t\Eng .\O co\Eng /\O RZV6t7srfi\Eng 
469\O ,@\O DearSirCasm\Eng When\Eng I\Eng was\Eng one\Eng of\Eng the\Eng representatives\Eng from\Eng India\Eng for\Eng the\Eng first\Eng global\Eng twitter\Eng video\Eng relay\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O 7wiEeFFVS0\Eng 
470\O ,\O Hmmmm\Hin=ह्म्म्म ...\O Thankyou\Eng and\Eng I\Eng totally\Eng believe\Eng you\Hin=यूं :)\EMT See\Hin=से you\Eng at\Eng the\Eng studio\Eng sometime\Eng .\O I\Hin=इ ’\O ll\Eng bring\Eng g\Eng a\Eng lollipop\Eng 😘😘😘…\O https\Eng ://\O t\Eng .\O co\Eng /\O Mt3XY656wZ\Eng 
471\O ,\O See\Eng ?\O @\O TheJohnAbraham\Eng and\Eng I\Eng are\Eng the\Eng ‘\O Practise\Eng what\Eng you\Eng preach\Eng ’\O types\Eng :)\EMT #\O AskMalishka\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O jaFmnPYvb8\Eng 
472\O ,\O I\Hin=इ ’\O m\Eng so\Eng glad\Eng you\Eng asked\Eng 😎\EMT Ab\Hin=अब media\Eng helmet\Eng mein\Eng photo\Hin=फोटो toh\Hin=तोह nahi\Hin=नाही legi\Hin=लेंगी ...\O so\Eng we\Eng posed\Eng .\O Coming\Eng up\Eng a\Eng picture\Eng of\Eng one\Eng from\Eng t\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O A1Ny0GrB0u\Eng 
473\O ,\O Only\Eng Shahrukh\Eng Khan\Eng I\Eng believe\Eng !\O @\O iamsrk\Hin=इयाम्स्र्क #\O AskMalishka\Hin=अस्कमलिश्का https\Eng ://\O t\Eng .\O co\Eng /\O bzjGmw5hJD\Eng 
474\O ,\O On-air\Eng it\Eng ’\O s\Hin=स ‘\O aaichya\Hin=आऐच्या chappalchi\Hin=चप्पलची shappat\Eng ’\O off-air\Eng :\O these\Eng moo\Eng foo\Hin=फू ka\Hin=का choo\Hin=चू choos\Hin=चूस (\O and\Eng it\Eng ’\O s\Eng not\Eng a\Hin=आ gaali\Hin=गाली :)\EMT #\O AskMalishka\Hin=अस्कमलिश्का https\Eng ://\O t\Eng .\O co\Eng /\O t5wB0fMyda\Eng 
475\O ,@\O rjrishikapoor\Eng @\O RedFM\Eng _\O Mumbai\Eng @\O RedFMIndia\Eng #\O AskMalishka\Eng I\Eng wanted\Eng to\Eng be\Eng an\Eng astronaut\Eng !\O but\Eng you\Eng remember\Eng we\Eng learnt\Eng in\Eng sc\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O g4RiABMlPO\Eng 
476\O ,\O It\Hin=इट ’\O s\Eng awesome\Eng Richa\Hin=रीचा !\O I\Hin=इ remember\Eng speaking\Eng to\Eng you\Eng about\Eng it\Eng a\Eng couple\Eng of\Eng years\Eng back\Eng .\O You\Eng were\Eng so\Eng encouraging\Eng even\Eng then\Eng .…\O https\Eng ://\O t\Eng .\O co\Hin=को /\O 0iJx7IoDgZ\Eng 
477\O ,\O To\Hin=तू be\Eng fierce\Eng and\Eng to\Eng make\Eng up\Eng Their\Eng own\Eng minds\Eng .\O The\Eng world\Eng is\Eng changing\Eng for\Eng us\Eng .\O Work\Eng with\Eng it\Eng :)\EMT Thanks\Hin=थान्क Abhimanyu\Eng 😘…\O https\Eng ://\O t\Eng .\O co\Hin=को /\O Zqmfknkwfj\Hin=ज़्क़्म्फ्क्Mक्व्फ्ज 
478\O ,#\O AskRedFM\Eng ;)\EMT #\O AskMalishka\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O sEoW9jFVSZ\Hin=सिओ9ज्फ्व्स्ज़ 
479\O ,\O This\Eng is\Eng a\Eng tough\Eng one\Eng ...\O I\Eng like\Eng that\Eng you\Eng think\Eng my\Eng occupation\Eng is\Eng acting\Eng .\O I\Eng hope\Eng it\Eng really\Eng also\Eng is\Eng someday\Eng but\Eng I\Hin=इ love\Hin=लव b\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O 4Wsz2XHlHl\Eng 
480\O ,@\O SureshGehlot291\Eng #\O AskMalishka\Eng chicken\Hin=शिकन curry\Eng rice\Eng and\Eng prawn\Eng curry\Eng rice\Eng !\O slurp\Eng !\O #\O MalishkaKoMattSunn\Hin=म्लिश्काकोमेट्सुन्न 
481\O ,@\O IamMu9neer\Eng #\O AskMalishka\Eng @\O iamsrk\Eng DDLJ\Eng for\Eng sure\Eng !\O give\Hin=गिव me\Hin=मे a\Eng naughty\Eng Punjabi\Eng boy\Eng any\Eng day\Hin=दय !\O #\O MalishkaKoMattSunn\Hin=म्लिश्काकोमेट्सुन्न 
482\O ,\O Yes\Hin=येस and\Eng yes\Eng .\O Get\Hin=गेट your\Hin=यर base\Eng here\Eng Bwoy\Eng :)\EMT 😎\EMT #\O AskMalishka\Hin=अस्कमलिश्का https\Eng ://\O t\Eng .\O co\Eng /\O pn52Q2Zjp0\Eng 
483\O ,"@\O Singhstaraakas1\Eng #\O AskMalishka\Eng Nariyal\Hin=नारियल paani\Hin=पानी always\Eng ,\O helps\Eng with\Eng water\Eng retention\Eng ;)"\O 
484\O ,\O A\Eng very\Eng wonderful\Eng one\Eng :)\EMT plus\Eng I\Eng have\Eng the\Eng @\O malishkakeboys\Hin=म्लिश्काकबोइ woh\Hin=वह toh\Hin=तोह mere\Hin=मेर Raja\Hin=राजा beta\Hin=बेटा hain\Hin=हैं 😂😂😂\O #\O AskMalishka\Hin=अस्कमलिश्का https\Eng ://\O t\Eng .\O co\Eng /\O 7KzDA3x0AO\Eng 
485\O ,\O I\Eng would\Eng love\Eng first\Eng to\Eng do\Eng that\Eng film\Eng that\Eng will\Eng take\Eng me\Hin=मे to\Eng the\Eng Oscars\Eng .\O Shuruaat\Hin=शुरुआअत् toh\Hin=तोह Ho\Hin=ह chuki\Hin=चुकी hai\Hin=हैं 😈\EMT #\O AskMalishka\Hin=अस्कमलिश्का https\Eng ://\O t\Eng .\O co\Hin=को /\O lOmDPZSlGD\Eng 
486\O ,\O It\Hin=इट ’\O s\Eng never\Eng a\Eng one\Eng day\Eng place\Eng .\O Radio\Eng is\Eng great\Eng fun\Eng and\Eng hard\Eng work\Eng and\Eng passion-filled\Eng .\O A\Hin=आ day\Eng would\Eng never\Eng do\Eng it\Eng :)…\O https\Eng ://\O t\Eng .\O co\Eng /\O MWd0kKlu1a\Eng 
487\O ,@\O parisankhala\Eng Feel\Eng privileged\Eng to\Eng be\Eng an\Eng inspiration\Eng for\Eng one\Eng of\Eng the\Eng most\Eng inspiring\Eng actresses\Eng and\Eng then\Eng to\Eng share\Eng screen\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O tmqaBQXgtG\Hin=त्म्क़ाब्क़्क्स्ग्त्ग 
488\O ,\O After\Eng the\Eng whole\Hin=व्होले Swachch\Hin=स्वच्च Bharat\Hin=भारत Abhiyaan\Hin=अभियाँ nobody\Hin=नोबडी looks\Eng like\Eng a\Eng privileged\Eng brat\Eng for\Eng telling\Eng somebody\Eng the\Eng right\Eng thing\Eng to\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O v4rcxpIjxz\Eng 
489\O ,"\O Sorpotel\Eng and\Eng sannas\Eng .\O In\Eng Goa\Eng ,\O that\Eng secret\Eng spot\Eng in\Eng the\Eng cove\Eng where\Eng the\Eng dolphins\Eng come\Eng :)\EMT It\Eng ’\O s\Eng beautiful\Eng .\O https\Eng ://\O t\Eng .\O co\Eng /\O 7eqWMsV0vy\Eng "\O 
490\O ,\O Every\Eng year\Eng we\Eng go\Eng to\Eng this\Eng secluded\Eng church\Eng by\Eng the\Eng sea\Eng and\Eng sing\Eng and\Eng eat\Eng puranpolis\Eng with\Eng the\Eng people\Eng who\Eng live\Eng in\Eng the\Eng sma\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O jSDIdomoCe\Hin=ज्स्दीदोमोस 
491\O ,@\O TheWittySingh\Hin=थुइटाय्सिंह #\O AskMalishka\Hin=अस्कमलिश्का today\Eng evening\Eng !\O stay\Eng glued\Eng to\Eng @\O RedFMIndia\Eng #\O MalishkaKoMattSunn\Hin=म्लिश्काकोमेट्सुन्न 
492\O ,\O Always\Eng the\Eng beach\Eng .\O Preferably\Eng 30\O metres\Eng deep\Eng in\Eng the\Eng ocean\Eng .\O #\O AskMalishka\Eng https\Eng ://\O t\Eng .\O co\Eng /\O VZxt8KHVBH\Eng 
493\O ,\O Do\Eng exactly\Eng that\Eng .\O Tell\Eng them\Eng nicely\Eng :)\EMT If\Eng they\Eng don\Hin=दान ’\O t\Hin=त listen\Eng send\Eng them\Eng a\Eng ticket\Eng to\Eng travel\Eng outside\Eng ;)\EMT Esp\Eng Sri\Eng Lanka\Eng !\O I\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O 48GnEvsxjZ\Eng 
494\O ,\O Coz\Hin=कोज़ they\Eng are\Eng brave\Eng at\Eng heart\Eng ...\O T\Eng ’\O was\Eng Gryffindor\Eng from\Eng the\Eng start\Eng .\O #\O AskMalishka\Eng ❤️\O https\Eng ://\O t\Eng .\O co\Eng /\O PahVPlHEQI\Hin=पह्व्प्ल्हेक़ी 
495\O ,\O Yes\Hin=येस and\Eng you\Eng don\Hin=दान ’\O t\Eng even\Eng have\Eng to\Eng win\Eng a\Eng pressure\Eng cooker\Eng before\Eng we\Eng meet\Eng 😘\EMT #\O AskMaishka\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O TeRgACpZ8t\Hin=तरगच्प्ज़्8त 
496\O ,\O To\Hin=तू go\Eng diving\Eng asap\Hin=असप :)\EMT #\O AskMalishka\Hin=अस्कमलिश्का https\Eng ://\O t\Eng .\O co\Hin=को /\O eIfYIrjVNl\Hin=एफिर्ज्व्न्ल 
497\O ,\O I\Eng do\Eng have\Eng Girlzes\Eng actually\Eng .\O They\Eng just\Eng are\Eng called\Eng by\Eng different\Eng names\Eng 😎\EMT https\Eng ://\O t\Eng .\O co\Eng /\O pVlBd1Kfhm\Eng 
498\O ,\O Ok\Hin=अक we\Eng ’\O re\Eng starting\Eng this\Eng now\Eng :)\EMT #\O AskMalishka\Hin=अस्कमलिश्का https\Eng ://\O t\Eng .\O co\Eng /\O ZvJc2wyHrl\Eng 
499\O ,"\O RT\Eng @\O RedFM\Eng _\O Mumbai\Eng :\O Guys\Eng ,\O whatever\Eng you\Eng ’\O ve\Eng always\Eng wanted\Eng to\Eng know\Eng about\Hin=बाअत् #\O MumbaiKiRani\Hin=मुंबैकिरनी ,\O here\Hin=हेरे ’\O s\Eng your\Hin=यर chance\Eng .\O Malishka\Hin=म्लिश्का will\Eng answer\Eng all\Eng your\Eng questi\Eng …"\O 
500,2\O pm\Hin=प्म ko\Hin=को we\Hin=वी start\Eng .\O Shoot\Eng :)\EMT https\Eng ://\O t\Eng .\O co\Hin=को /\O ziPpExyEFm\Hin=ज़िपेक्स्यिफ्म 
501\O ,"\O Thanks\Eng Yo\Eng #\O directorsahab\Hin=दिरिक्टरसाहब 👍🤩🤩🤩#\O EntertainmentkiRaat\Hin=एंटेअरट्नमेंठकिराअत् .\O What\Eng a\Eng spotter\Eng you\Eng are\Eng :)\EMT Hoarding\Eng ka\Hin=का bhi\Hin=भही ,\O Talent\Hin=तलित ka\Hin=का bhi\Eng 😜\EMT https\Eng ://\O t\Eng .\O co\Hin=को /\O Vq2uhxormA\Hin=व्क़्2उह्क्सोर्मा "\O 
502,काय\O बोलू\O मी\O आता\O !!!\O ;)\EMT #\O MalishkaKoMattSunn\Hin=म्लिश्काकोमेट्सुन्न https\Eng ://\O t\Eng .\O co\Eng /\O 5H2EedT975\Eng 
503\O ,\O Hahaha\Hin=हहाह look\Hin=लुक at\Eng that\Eng monkey\Eng of\Eng mine\Eng bombing\Eng the\Eng background\Eng 😄😄😄\O @\O malishkakeboys\Eng https\Eng ://\O t\Eng .\O co\Eng /\O iKgxWpEmzt\Eng 
504\O ,\O You\Hin=यूं ’\O re\Hin=री so\Eng cool\Hin=कूल Varun\Hin=वरुँ ARora\Hin=एरोरा :)\EMT DM\Eng ya\Hin=या your\Eng number\Eng @\O malishkakeboys\Eng https\Eng ://\O t\Eng .\O co\Eng /\O DO99qmPCKf\Eng 
505\O ,"\O Bright\Eng sunlight\Eng .\O gateway\Eng of\Eng India\Eng ,\O these\Eng boys\Eng From\Eng Gujrat\Eng and\Eng Mumbai\Hin=मुंबई Ki\Hin=की Nayi\Hin=नयी Dhunn\Hin=धुन्न :\O #\O Malishkakomattsunn\Hin=म्लिश्काकोमेट्सुन्न https\Eng ://\O t\Eng .\O co\Eng /\O K5QxLDw214\Eng "\O 
506\O ,"\O In\Hin=इन a\Eng marvellous\Eng stroke\Eng of\Eng as-fate-would-have\Eng it\Eng ,\O I\Eng got\Eng to\Eng play\Eng Kancha\Hin=कंचा or\Hin=और goti\Hin=गोटी or\Eng marbles\Eng whatever\Eng you\Eng may\Eng call\Eng it\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O Jb6IERy0Iy\Eng "\O 
507\O ,\O She\Eng was\Eng doing\Eng better\Eng than\Eng that\Eng ;)\EMT You\Hin=यूं night\Eng spot\Eng her\Eng around\Eng Churchgate\Eng tomorrow\Eng !\O #\O MalishkaKoMattSunn\Hin=म्लिश्काकोमेट्सुन्न to\Hin=तू find\Eng out\Eng 😜\EMT https\Eng ://\O t\Eng .\O co\Eng /\O UT1J8aE55e\Eng 
508\O ,\O Here\Eng she\Eng is\Eng the\Eng 70\O year\Eng old\Eng lady\Eng who\Eng asked\Eng for\Eng help\Eng with\Eng #\O Aadhaar\Hin=आधाअर @\O redfmindia\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O 8znFoBvlpE\Hin=8ज्न्फोअब्व्लपे #\O MalishkaKoMattSunn\Hin=म्लिश्काकोमेट्सुन्न 
509\O ,\O Thanks\Eng S\Eng .\O K\Eng .\O Never\Eng been\Eng happier\Eng to\Eng hear\Eng someone\Eng say\Hin=सय #\O MalishkaKoMattSunn\Hin=म्लिश्काकोमेट्सुन्न :)\EMT @\O ShraddhaKapoor\Hin=श्रद्धकपूर https\Eng ://\O t\Eng .\O co\Hin=को /\O PqFTJhWVja\Hin=प्क़्फ्तझ्व्व्जा 
510\O ,\O Yayyyy\Hin=यय्य्यी ...\O Faye\Hin=फ़ाये you\Hin=यूं ’\O re\Hin=री bae\Hin=बे .\O Let\Hin=लेत ’\O s\Hin=स do\Hin=दो this\Eng .\O Also\Hin=अलसी #\O MalishkaKoMattSunn\Hin=म्लिश्काकोमेट्सुन्न :)\EMT https\Eng ://\O t\Eng .\O co\Eng /\O 7xHzP7SRVU\Eng 
511\O ,\O A\Eng 70\O year\Eng old\Eng bedridden\Eng woman\Eng wants\Eng to\Eng know\Eng how\Eng and\Eng who\Eng will\Eng get\Eng her\Hin=हर Aadhaar\Hin=आधाअर done\Hin=डोन् .\O She\Eng called\Eng ‘\O Her\Eng ’\O Malishka\Hin=म्लिश्का 😊…\O https\Eng ://\O t\Eng .\O co\Eng /\O L17lLlqvGv\Eng 
512\O ,\O That\Eng ’\O s\Eng fab\Hin=फब !\O Thankyou\Eng .\O https\Eng ://\O t\Eng .\O co\Eng /\O kOCmzCrubm\Hin=कोक्म्ज़्क्रुब्म 
513\O ,\O Super\Eng Sanket\Eng :)\EMT https\Eng ://\O t\Eng .\O co\Hin=को /\O nNcuYpwyV1\Hin=Mकुआइपव्य्व्1 
514\O ,#\O NewProfilePic\Eng https\Eng ://\O t\Eng .\O co\Eng /\O Ta5W58Mrmr\Eng 
515\O ,\O My\Hin=मी favourite\Hin=फवरिते Sardar\Eng and\Eng magician\Eng !\O Paaji\Hin=पाजी Did\Hin=दीद you\Eng whip\Eng that\Eng rickshaw\Eng up\Eng by\Eng magic\Eng ?\O Are\Hin=अरे you\Eng listening\Eng to\Eng the\Eng poster\Eng ?:?\O https\Eng ://\O t\Eng .\O co\Hin=को /\O swi6Kj3diU\Hin=स्वि6क्ज्3अडिव 
516\O ,\O Totally\Eng Retweetable\Eng 😘\EMT Thanks\Eng :)\EMT https\Eng ://\O t\Eng .\O co\Eng /\O 8aNZNZPZEr\Eng 
517\O ,\O True\Eng na\Eng ?:)\O https\Eng ://\O t\Eng .\O co\Hin=को /\O 9P8GhWtFcu\Eng 
518\O ,\O How\Hin=हो crazy\Eng na\Eng ?\O Your\Eng own\Eng radio\Eng station\Eng says\Eng #\O MalishkaKoMattSunn\Hin=म्लिश्काकोमेट्सुन्न !😄😄😄\O Baakiyon\Hin=बाक़ियों ke\Hin=क pass\Hin=पास phir\Hin=फिर Bacha\Hin=बचा hi\Hin=ही kya\Hin=क्या hai\Hin=हैं bolneko\Hin=बोलनेक् !…\O https\Eng ://\O t\Eng .\O co\Eng /\O I0WXUEfczT\Eng 
519\O ,"\O Yayyy\Hin=यय्यी to\Eng that\Eng and\Eng He\Eng gives\Eng away\Eng the\Eng best\Eng prizes\Eng ,\O this\Eng Kapoor\Eng does\Eng 👍👍👍💥💥💥💃💃💃❤️❤️❤️\O Do\Eng this\Eng asap\Eng .\O Keep\Eng one\Eng aside\Eng for\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O XIkDeFVUey\Hin=क्सिकडिफ्वुए "\O 
520\O ,\O Shucks\Eng I\Eng wanna\Eng participate\Eng in\Eng this\Eng but\Eng seeing\Eng that\Eng the\Eng contest\Eng is\Eng mine\Eng 🙄\O I\Eng won\Eng ’\O t\Hin=त .\O You\Eng totally\Eng should\Eng though\Eng .\O Go\Hin=गो for\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O ZDHqwgdP09\Eng 
521\O ,\O Thankyou\Eng Ashwini\Eng .\O Smart\Hin=स्मर्त nahi\Hin=नाही banana\Hin=बनाना hai\Hin=हैं toh\Hin=तोह #\O MalishkaKoMattSunn\Hin=म्लिश्काकोमेट्सुन्न 😈\EMT https\Eng ://\O t\Eng .\O co\Hin=को /\O KbKumFvRxX\Hin=क्ब्कुम्फ्व्र्क्स्क्स 
522\O ,\O Thanks\Eng Mumbai\Eng .\O This\Eng campaign\Eng is\Eng not\Eng about\Eng Malishka\Hin=म्लिश्का .\O If\Eng you\Eng think\Eng about\Eng it\Eng it\Eng is\Eng All\Eng about\Eng our\Eng city\Eng #\O Mumbai\Hin=मुंबई !\O The\Hin=ते co\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O ODf5nR5nW0\Eng 
523\O ,\O So\Hin=सो #\O MalishkaKoMattSunn\Hin=म्लिश्काकोमेट्सुन्न is\Eng trending\Eng in\Eng Mumbai\Eng !\O Thanks\Eng for\Eng the\Eng Love\Eng .\O She\Eng really\Eng is\Eng yours\Eng .\O I\Eng have\Eng very\Eng little\Eng to\Eng keep\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O DcWsxwAwCu\Hin=ड्च्व्स्क्स्वव्कू 
524\O ,\O Almost\Eng a\Eng month\Eng back\Eng Abhay\Eng wrote\Eng to\Eng me\Hin=मे on\Eng my\Eng FB\Eng page\Eng Mymalishka\Hin=मीनलिश्का .\O He\Hin=ही said\Eng he\Eng wanted\Eng to\Eng stop\Eng a\Eng kidnapping\Eng from\Eng happenin\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O TZqvJapSsQ\Hin=त्ज़्क़्व्जप्स्स्क़ 
525\O ,\O Awww\Hin=आव्व्व् your\Eng grandmother\Eng watched\Eng Sulu\Eng and\Eng liked\Eng ?:)\O Give\Eng her\Eng my\Eng love\Eng .\O @\O sureshtriveni\Eng look\Eng what\Eng you\Eng ’\O ve\Hin=वी done\Eng :)…\O https\Eng ://\O t\Eng .\O co\Eng /\O FeeFNg6c6Y\Eng 
526\O ,\O I\Hin=इ wanna\Eng win\Eng on\Eng your\Eng show\Eng Kapoor\Eng :)\EMT https\Eng ://\O t\Eng .\O co\Eng /\O lf9y6agVQI\Eng 
527\O ,\O Super\Hin=सुपर duper\Eng https\Eng ://\O t\Eng .\O co\Eng /\O 7t6oDW4ZJO\Eng 
528\O ,\O RT\Eng @\O RedFM\Eng _\O Mumbai\Eng :\O Don't\Hin=डों'ट be\Eng disheartened\Eng .\O We\Eng will\Eng come\Eng back\Eng with\Eng another\Eng contest\Eng tomorrow\Eng morning\Eng &\O amp\Eng ;\O you\Eng can\Eng win\Eng passes\Eng to\Eng @\O SunburnFestival\Eng .…\O 
529\O ,\O Thanks\Eng Pooja\Hin=पूजा :)\EMT #\O MalishkaKoMattSunn\Hin=म्लिश्काकोमेट्सुन्न https\Eng ://\O t\Eng .\O co\Eng /\O hIab5FUVg9\Eng 
530\O ,\O Thanks\Hin=थान्क Yaar\Hin=यार :)\EMT You\Hin=यूं got\Eng this\Eng one\Eng spot\Eng on\Hin=ओं !\O #\O MalishkaKoMattSunn\Hin=म्लिश्काकोमेट्सुन्न https\Eng ://\O t\Eng .\O co\Eng /\O 17lw9MlntS\Eng 
531\O ,\O Whoa\Hin=व्होआ !\O How\Hin=हो many\Eng of\Eng you\Eng agree\Eng with\Eng this\Eng article\Eng ?\O Read\Eng and\Eng see\Eng .\O https\Eng ://\O t\Eng .\O co\Hin=को /\O 7zDYRMZbgm\Eng 
532\O ,\O Ab\Hin=अब toh\Hin=तोह hoardings\Hin=होआर्दिंग bhi\Hin=भही laga\Hin=लग diye\Hin=दिये poore\Hin=पूरे Mumbai\Hin=मुंबई mein\Eng @\O RedFMIndia\Eng ne\Hin=ने !\O Ab\Hin=अब kya\Hin=क्या hoga\Hin=होग ??!!\O 😈\EMT https\Eng ://\O t\Eng .\O co\Eng /\O zb4IYQieH6\Eng 
533\O ,\O Thankyou\Eng Joi\Hin=जोइ 🙏🏽❤️\O and\Eng also\Eng to\Eng the\Eng innumerable\Eng peeps\Eng who\Eng send\Eng me\Eng photos\Eng of\Eng this\Eng hoarding\Eng :\O Thankyou\Eng for\Eng not\Eng listening\Eng to\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O pn8eGjq91c\Eng 
