,id,tweet
805,805\O ,"\O Hello\Eng Canada\Eng !!\O Tickets\Eng for\Hin=फॉर JUDWAA\Hin=जुड्व़अ 2\O are\Hin=अरे now\Eng available\Eng at\Eng :\O 
https\Eng ://\O t\Eng .\O co\Eng /\O FDcd18bPMr\Eng BOOK\Eng NOW\Hin=नो !\O (\O Link\Eng can\Eng be\Eng opened\Eng from\Eng Canada\Eng only\Eng )\O "
806,806\O ,"\O Hello\Hin=हेल्लो U\Hin=उ .\O S\Eng .\O A\Eng !\O Tickets\Eng for\Hin=फॉर JUDWAA\Hin=जुड्व़अ 2\O are\Hin=अरे now\Eng available\Eng at\Eng :\O 
https\Eng ://\O t\Eng .\O co\Hin=को /\O TjzCOmbrIj\Hin=त्ज्ज़्कम्ब्रिअज BOOK\Hin=बुक NOW\Hin=नो !\O (\O Link\Eng can\Eng be\Eng accessed\Eng by\Eng people\Eng in\Eng US\Hin=उस only\Eng )\O "
807,807\O ,\O RT\Eng @\O foxstarhindi\Eng :\O Dugna\Eng fun\Eng with\Eng #\O Judwaa2KiDussehra\Hin=जुड्व़अ2कीदशहरा !\O Book\Hin=बुक now\Eng :\O https\Eng ://\O t\Eng .\O co\Hin=को /\O Mp5OLL7upP\Hin=म्प्5ओल्ल्7ऊप Use\Eng code\Hin=कोड JUDWAA2\Hin=जुड्व़अ2 @\O Varun\Hin=वरुँ _\O dvn\Hin=द्व्न @\O Asli\Hin=असली _\O Jacqueline\Eng @\O Taapse\Hin=टापस …\O 
808,808\O ,@\O Riteishd\Hin=रीतेइश्ड़ @\O Varun\Eng _\O dvn\Hin=द्व्न @\O Asli\Hin=असली _\O Jacqueline\Eng @\O WardaNadiadwala\Hin=वरदनाड्याड्वाला Thank\Hin=थान्क u\Hin=उ 🤗\O 
809,809\O ,"#\O MakeYourWayThrough\Hin=मकेयअर्वाय्थ्र्घ 
Something\Eng fun\Eng coming\Eng up\Eng soon\Eng :)\EMT https\Eng ://\O t\Eng .\O co\Eng /\O id0gkjM1jS\Eng \O "
810,810\O ,"#\O Repost\Eng @\O DevsB\Eng (\O get\Eng _\O repost\Eng )\O 
・・・\O 
#\O TaapseePannu\Hin=टापसीपननू in\Hin=इन the\Eng .\O olio\Eng .\O stories\Eng and\Eng rosabelletreasures\Eng (\O Glam\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O TskHeQz6dH\Hin=सखेक़्ज़्6ध् \O "
811,811\O ,"#\O Repost\Eng @\O DevsB\Eng (\O get\Eng _\O repost\Eng )\O 
・・・\O 
#\O TaapseePannu\Hin=टापसीपननू in\Hin=इन @\O maurieandeve\Eng for\Eng promotions\Eng of\Eng #\O Judwaa2\Hin=जुड्व़अ2 in\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O ejsEp2STAv\Hin=एजसेप्2स्तव \O "
812,812\O ,"\O Mumbai\Hin=मुंबई walon\Hin=वालों !\O What\Hin=वाअत are\Hin=अरे u\Eng waiting\Eng for\Eng ,\O show\Eng us\Hin=उस ur\Hin=उर love\Eng &\O amp\Eng ;\O join\Eng @\O Varun\Eng _\O dvn\Hin=द्व्न @\O Asli\Hin=असली _\O Jacqueline\Eng &\O amp\Eng ;\O me\Eng tomorrow\Hin=तोमोर्रो !\O So\Eng excited\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O 352sgURSCF\Eng \O "
813,813\O ,\O We\Eng were\Eng all\Eng ready\Eng to\Eng leave\Eng for\Eng the\Eng event\Eng when\Eng due\Eng to\Eng security\Eng reasons\Eng we\Eng were\Eng asked\Eng not\Eng to\Eng go\Hin=गो .\O Sorry\Hin=शरी guys\Hin=गुइ but\Eng we\Eng wer\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O Gj9diNq7Jn\Eng 
814,814\O ,\O RT\Eng @\O foxstarhindi\Eng :\O Aa\Hin=आआ rahi\Hin=रही hai\Hin=हैं #\O Judwaa2KiDussehra\Hin=जुड्व़अ2कीदशहरा Use\Hin=उस code\Hin=कोड JUDWAA2\Hin=जुड्व़अ2 and\Eng win\Eng big\Eng !\O https\Eng ://\O t\Eng .\O co\Hin=को /\O Mp5OLL7upP\Eng @\O Varun\Eng _\O dvn\Hin=द्व्न @\O Asli\Hin=असली _\O Jacqueline\Eng @\O taapsee\Hin=टापसी …\O 
815,815\O ,\O Tu\Eng lull\Eng hai\Hin=हैं @\O Varun\Hin=वरुँ _\O dvn\Eng !!!!\O 😂😂😂😂\O https\Eng ://\O t\Eng .\O co\Eng /\O yh0GVB2G15\Eng 
816,816\O ,\O We\Eng thrive\Eng on\Eng this\Eng 😍😍😍😍\O Thank\Eng You\Eng !\O We\Eng shall\Eng meet\Eng u\Hin=उ all\Eng in\Eng theatres\Eng on\Eng 29\O September\Eng 2017\O #\O Judwaa2\Hin=जुड्व़अ2 https\Eng ://\O t\Eng .\O co\Eng /\O QWVX80Kigc\Eng 
817,817\O ,"\O An\Eng electrifying\Eng song\Eng ,\O tribute\Eng to\Eng our\Hin=आअर Bappa\Hin=बाप्पा !\O Watch\Eng the\Eng making\Eng of\Hin=ऑफ #\O SunoGanpatiBappaMorya\Hin=सुनोगणपतिबाप्पामोअर्य https\Hin=ह्त्ट्प्स ://\O t\Eng .\O co\Eng /\O fCCG7vnNDI\Hin=फ्क्च्ग्7व्न्Mदी @\O Varun\Hin=वरुँ _\O dvn\Hin=द्व्न @\O Asli\Hin=असली _\O Jacqueline\Eng \O "
819,819\O ,"\O Are\Hin=अरे you\Hin=यूं guys\Eng ready\Eng to\Eng meet\Hin=मीत Samaara\Hin=समारा this\Hin=तीस Dussehra\Eng ?\O Just\Eng 4\O days\Eng to\Eng goo\Hin=ग्zऊ 😍\EMT 
#\O Judwaa2In4days\Eng #\O Judwaa2KiDussehra\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O LkScmSPjSm\Hin=ल्क्ज्क्म्स्प्ज्ज्म \O "
820,820\O ,"\O When\Eng socks\Eng make\Eng Sexy\Hin=सेक्सी 😉\EMT 
#\O Repost\Eng @\O voguemagazine\Eng (\O get\Eng _\O repost\Eng )\O 
・・・\O 
#\O MFW\Eng is\Eng coming\Eng to\Eng a\Eng close\Eng today\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O 3gXhDvNCVC\Eng \O "
821,821\O ,\O Taking\Eng all\Eng the\Eng love\Eng with\Eng us\Eng .\O Thank\Eng you\Eng Ahmedabad\Eng you\Eng were\Eng magical\Eng !!\O #\O Judwaa2\Hin=जुड्व़अ2 @\O Varun\Hin=वरुँ _\O dvn\Eng https\Eng ://\O t\Eng .\O co\Eng /\O aIYTVCnEFx\Eng 
822,822\O ,"\O Kaise\Hin=किसे !!!!\O 
Kaise\Hin=किसे we\Hin=वी can't\Eng go\Eng mad\Eng on\Eng this\Eng song\Eng specially\Eng on\Eng a\Hin=आ dandiya\Hin=डांडिया night\Eng !!!\O @\O Varun\Eng _\O dvn\Hin=द्व्न #\O Judwaa2\Hin=जुड्व़अ2 #\O DandiyaNight\Hin=डांडियानीट …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O cSqo2kLCqJ\Hin=ख्स्क़ो2क्ल्च्क़्ज \O "
823,823\O ,\O Some\Eng backstage\Eng practice\Eng ....\O #\O DandiyaNight\Hin=डांडियानीट #\O Judwaa2\Hin=जुड्व़अ2 #\O MirchiRockAndDhol\Hin=मिर्चिरोYकंद्डोल @\O Varun\Hin=वरुँ _\O dvn\Eng https\Eng ://\O t\Eng .\O co\Eng /\O SxdD07yen7\Eng 
824,824\O ,\O Bhaiyo\Hin=भाईयो beheno\Hin=बहेनो aaje\Hin=आजे Khoob\Hin=खूब jamshe\Hin=जमशे Garba\Hin=गरबा ni\Hin=नी raaat\Hin=राअत् Judwaa2\Hin=जुड्व़अ2 na\Hin=ना Naam\Hin=नाअम् !!!\O @\O Varun\Hin=वरुँ _\O dvn\Hin=द्व्न #\O Judwaa2inAhmedabad\Hin=जुड्व़अ2इनहमदाबाद #\O DandiyaNight\Hin=डांडियानीट …\O https\Eng ://\O t\Eng .\O co\Eng /\O sCv9oU8yuI\Hin=स्च्व्9उ8उई 
825,825\O ,\O This\Eng is\Eng truly\Eng a\Eng recreation\Eng from\Eng the\Eng original\Eng Tan\Hin=तन Tana\Hin=ताना Tan\Eng 😁😁😁\O #\O 5daystogo\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O hm4kOOMdZJ\Hin=ह्म्4अकूम्ज़्ज 
826,826\O ,\O Celebrations\Eng hogayi\Hin=होगाई shuru\Hin=शुरू #\O Judwaa2KiDussehra\Hin=जुड्व़अ2कीदशहरा ke\Hin=क saath\Hin=सात !\O Book\Hin=बुक now\Eng !\O https\Eng ://\O t\Eng .\O co\Hin=को /\O zeewLc5Ngd\Hin=जीव्ल्च्5Mग्ड Use\Hin=उस code\Hin=कोड JUDWAA2\Hin=जुड्व़अ2 😊…\O https\Eng ://\O t\Eng .\O co\Eng /\O 4ygn8uu4f3\Eng 
827,827\O ,"#\O Repost\Eng @\O DevsB\Eng (\O get\Eng _\O repost\Eng )\O 
・・・\O 
More\Eng colorful\Eng than\Eng Pink\Hin=पिंक |\O #\O TaapseePannu\Hin=टापसीपननू in\Hin=इन malini\Hin=मालिनी _\O ramani\Eng for\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O ZbPOMUz4fh\Hin=ज्ब्पोमुज़्4फ् \O "
828,828\O ,"#\O Repost\Eng @\O DevsB\Eng (\O get\Eng _\O repost\Eng )\O 
・・・\O 
Raising\Eng Temperatures\Eng |\O #\O TaapseePannu\Hin=टापसीपननू in\Hin=इन coverstoryfsl\Eng blazer\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O xySvclmt0v\Eng \O "
829,829\O ,\O Make\Hin=मके me\Hin=मे proud\Eng Delhi\Eng !\O #\O Judwaa2InDelhi\Hin=जुड्व़अ2इँदिल्ली Show\Eng us\Hin=उस your\Hin=यर love\Eng &\O amp\Eng ;\O join\Eng @\O Varun\Eng _\O dvn\Hin=द्व्न @\O Asli\Hin=असली _\O Jacqueline\Eng &\O amp\Eng ;\O me\Eng tomorrow\Hin=तोमोर्रो !\O Soo\Eng excite\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O 0dZGIvE40o\Eng 
830,830\O ,\O O\Hin=ओ hooooo\Hin=ह्zउउऊ !\O Adah\Hin=अदाह ki\Hin=की Adah\Hin=अदाह is\Eng killing\Eng it\Eng !!!!\O Thankq\Eng sweetheart\Eng 😘\EMT #\O 5daystogo\Eng https\Eng ://\O t\Eng .\O co\Eng /\O JQiJsL76H8\Eng 
831,831\O ,\O Raising\Eng temperatures\Eng wherever\Eng I\Eng go\Eng 😉😎🔥🤷🏻‍♀️\O #\O BeingMe\Hin=बेंग़म #\O Judwaa2\Hin=जुड्व़अ2 #\O September29\Eng #\O 5daystogo\Eng #\O AhmedabadPromotions\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O tuPAt6BZOr\Hin=टुपत्6ब्ज़ोर 
832,832\O ,\O Samaara\Hin=समारा ke\Hin=क saath\Hin=सात pagalpanti\Hin=पगलपैंती #\O Judwaa2In5Days\Hin=जुड्व़अ2इं5दइ #\O Judwaa2KiDussehra\Hin=जुड्व़अ2कीदशहरा @\O Asli\Hin=असली _\O Jacqueline\Eng @\O taapsee\Hin=टापसी @\O foxstarhindi\Hin=फौक्स्स्टरिंदी @\O NGEMovies\Eng https\Eng ://\O t\Eng .\O co\Eng /\O 5h9Jxg7TSJ\Eng 
833,833\O ,\O This\Eng picture\Eng pretty\Eng much\Eng sums\Eng up\Eng one\Eng fabulous\Eng night\Eng at\Eng the\Eng dandiya\Eng !\O #\O Blessed\Eng #\O Crowd\Eng #\O lifeisgood\Eng #\O NightsLikeThese\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O Z60AZQOIeY\Eng 
834,834\O ,\O EPIC\Eng !\O When\Eng @\O falgunipathak12\Eng sings\Eng and\Eng grooves\Eng to\Hin=तू #\O TanTanaTanTanTanTara\Hin=तांतनतंतंतंतरा #\O Judwaa2\Hin=जुड्व़अ2 #\O September29\Eng @\O Varun\Eng _\O dvn\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O xa8ImWl451\Eng 
835,835\O ,\O How\Eng can\Eng you\Hin=यूं meet\Eng @\O FalguniPathak12\Eng and\Eng not\Eng dance\Eng to\Hin=तू #\O YaadPiyaKi\Hin=याड़पियाकी #\O Nostalgia\Eng #\O Memories\Eng #\O EvergreenSongs\Eng #\O Judwaa2Gang\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O a2bNvOZbBr\Hin=अ2ब्zवोजब्ब्र 
836,836\O ,\O Getting\Eng the\Eng crowd\Eng to\Eng do\Hin=दो #\O TanTanaTanTanTanTara\Hin=तांतनतंतंतंतरा with\Hin=विद us\Eng at\Eng the\Eng @\O falgunipathak12\Eng dandiya\Eng event\Hin=ईवेंट !\O Judwaa2\Eng #\O Sept29\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O NDXCofCkRw\Eng 
837,837\O ,\O The\Hin=ते #\O Judwaa2\Hin=जुड्व़अ2 trio\Hin=ट्रियो for\Eng dandiya\Hin=डांडिया night\Eng 🕴🏻👯🙏@\O Varun\Eng _\O dvn\Hin=द्व्न @\O Asli\Hin=असली _\O Jacqueline\Eng #\O 6daystogo\Eng #\O September29\Eng https\Eng ://\O t\Eng .\O co\Eng /\O LWmj0070t0\Eng 
838,838\O ,\O Groove\Eng ...\O because\Eng it's\Eng dandiya\Hin=डांडिया night\Hin=नाइट !\O #\O Judwaa2\Hin=जुड्व़अ2 #\O DandiyaNight\Hin=डांडियानीट #\O GarbaNuRaat\Hin=गरबनुरात् https\Hin=ह्त्ट्प्स ://\O t\Eng .\O co\Eng /\O W58XYmIjg4\Eng 
840,840\O ,\O RT\Eng @\O foxstarhindi\Eng :\O Ab\Hin=अब #\O Navratri\Hin=नवरात्रि mein\Hin=मेइं Judwaas\Hin=जुड्व़आस karenge\Hin=करेंगे #\O TanTanaTan\Hin=तांतनतन #\O FalguniPathak\Hin=फल्गुनिपातक ke\Hin=क saath\Hin=सात !\O Watch\Hin=वाच it\Hin=इट LIVE\Hin=लाइव at\Eng 9\O .\O 30pm\Eng on\Eng Fb\Hin=फ्ब .\O @\O Varun\Hin=वरुँ _\O dvn\Hin=द्व्न @\O Asli\Hin=असली _\O Ja\Hin=जा …\O 
841,841\O ,\O Ahmedabad\Eng !!!\O #\O Judwaa2InAhmedabad\Eng during\Eng Navratri\Eng !\O Lets\Hin=लेट्स do\Hin=दो #\O TanTanaTan\Hin=तांतनतन with\Hin=विद you\Hin=यूं !\O @\O Varun\Hin=वरुँ _\O dvn\Hin=द्व्न @\O Asli\Hin=असली _\O Jacqueline\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O 4OOAeyiUJe\Hin=4ऊओऐइउजे 
842,842\O ,\O Dussehra\Hin=दशहरा +\O Alishka\Hin=एलिश्का =\O Full\Hin=फुल on\Eng madness\Eng !💃\O #\O Judwaa2In6Days\Eng @\O Varun\Eng _\O dvn\Hin=द्व्न @\O Asli\Hin=असली _\O Jacqueline\Eng @\O foxstarhindi\Eng @\O NGEMovies\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O pSwl1AXLas\Eng 
843,843\O ,\O I\Hin=इ love\Hin=लव this\Eng ...\O and\Eng myself\Eng too\Eng 😜😍\O https\Eng ://\O t\Eng .\O co\Hin=को /\O aBcnWyoftf\Hin=अब्क्नव्योफ्त्फ़ 
844,844\O ,\O There\Eng is\Eng a\Eng method\Eng to\Eng our\Eng madness\Eng !\O 😉😎@\O Varun\Eng _\O dvn\Hin=द्व्न @\O Asli\Hin=असली _\O Jacqueline\Eng #\O Judwaa2\Eng #\O September29\Eng https\Eng ://\O t\Eng .\O co\Eng /\O 5DNzsWA09b\Eng 
845,845\O ,\O Celebrate\Eng #\O FalguniPathak\Hin=फल्गुनिपातक ki\Hin=की dandiya\Hin=डांडिया nights\Eng &\O amp\Eng ;\O #\O Judwaa2's\Eng celebration\Eng tomorrow\Eng .\O @\O Varun\Eng _\O dvn\Hin=द्व्न @\O Asli\Hin=असली _\O Jacqueline\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O mwZ6R0seFV\Eng 
846,846\O ,@\O iFaridoon\Eng Always\Eng have\Eng a\Eng great\Eng time\Eng chatting\Eng with\Hin=विद u\Hin=उ 
847,847\O ,\O Advance\Eng bookings\Eng of\Eng our\Eng Dussehra\Eng entertainer\Eng starts\Eng on\Eng Sunday\Hin=सुंदय !\O #\O Judwaa2KiDussehra\Hin=जुड्व़अ2कीदशहरा @\O Varun\Hin=वरुँ _\O dvn\Hin=द्व्न @\O Asli\Hin=असली _\O Jacqueline\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O vhi8TclyQ6\Eng 
849,849\O ,\O When\Eng the\Eng ORIGINAL\Hin=आयरीगिनल met\Eng the\Eng remake\Hin=रेमके !\O #\O Judwaa2\Hin=जुड्व़अ2 Watch\Hin=वाच now\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O 9f8VjgAFUj\Hin=9फ्8व्जगअफुज #\O Judwaa2KiDussehra\Eng @\O BeingSalmanKhan\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O VDDp0EV9ug\Eng 
850,850\O ,\O There\Eng is\Eng an\Eng ORIGINAL\Eng before\Eng the\Eng remake\Hin=रेमके !\O #\O Judwaa2\Hin=जुड्व़अ2 4\O pm\Hin=प्म today\Eng .\O @\O BeingSalmanKhan\Eng @\O Varun\Eng _\O dvn\Hin=द्व्न @\O Asli\Hin=असली _\O Jacqueline\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O qN2iFLAqns\Hin=क़ं2ईफ्ल़ाक़्Yन 
852,852\O ,@\O purushuarie\Eng @\O Fashionopolis\Eng @\O IndiaToday\Eng Everyone\Eng has\Eng a\Eng right\Eng to\Eng have\Eng an\Eng opinion\Eng :)\EMT it\Eng sometimes\Eng helps\Eng us\Eng to\Eng judge\Eng their\Eng taste\Eng :)\EMT #\O ItsOk\Hin=इट्सोक 
854,854\O ,\O All\Eng set\Eng for\Eng the\Eng shoot\Eng of\Eng #\O DancePlus\Eng season\Hin=सीजं 3.\O #\O Judwaa2\Eng #\O September29\Eng @\O Varun\Eng _\O dvn\Eng @\O remodsouza\Eng https\Eng ://\O t\Eng .\O co\Eng /\O r5z6GdyLA6\Eng 
855,855\O ,\O You\Hin=यूं can't\Eng miss\Eng it\Eng !\O 😍\EMT The\Eng super\Eng fun\Eng song\Hin=सौंग #\O OonchiHaiBuilding\Hin=ऊँकिहाऐबिल्डिंग 2.0\O BTS\Eng is\Eng here\Eng !\O https\Eng ://\O t\Eng .\O co\Eng /\O 2NFSRcb5yG\Eng @\O Varun\Eng _\O dvn\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O IFKwttpDb7\Eng 
856,856\O ,@\O RanaDaggubati\Hin=रणादाग्ग़ुबती We\Eng missed\Eng seeing\Eng u\Eng in\Eng Hyderabad\Eng !!!\O 
857,857\O ,\O It's\Eng nice\Eng to\Eng be\Eng aspirational\Eng but\Eng not\Eng Delusional\Eng .\O #\O JustSaying\Eng #\O WakeUp\Hin=वकअप #\O SmellTheCoffee\Eng 
858,858\O ,\O When\Hin=वेन Samaara\Hin=समारा meets\Eng Raja\Hin=राजा #\O Judwaa2\Hin=जुड्व़अ2 #\O September29\Eng #\O KolkataPromotions\Eng @\O Varun\Eng _\O dvn\Eng https\Eng ://\O t\Eng .\O co\Eng /\O zGjseAe43X\Eng 
859,859\O ,\O When\Hin=वेन Samaara\Hin=समारा meets\Eng Raja\Hin=राजा #\O Judwaa2\Hin=जुड्व़अ2 #\O September29\Eng #\O KolkataPromotions\Eng @\O Varun\Eng _\O dvn\Eng https\Eng ://\O t\Eng .\O co\Eng /\O 9w6AZxVc5o\Eng 
860,860\O ,\O Get\Hin=गेट the\Hin=ते #\O Judwaa\Hin=जुड्व़अ power\Hin=पाYवर with\Eng @\O panasonic\Eng _\O mob\Hin=मोब Eluga\Hin=एलुगा Ray\Hin=रेई 700\O &\O amp\Hin=अम्प ;\O Eluga\Hin=एलुगा Ray\Eng 500\O being\Eng launched\Eng today\Eng !\O Congratulations\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O ymIxWBMKxL\Eng 
861,861\O ,\O The\Hin=ते Judwaas\Hin=जुड्व़आस will\Eng double\Eng your\Eng Dussehra\Eng fun\Eng !\O #\O Judwaa2In10Days\Eng @\O Varun\Eng _\O dvn\Hin=द्व्न @\O Asli\Hin=असली _\O Jacqueline\Eng @\O foxstarhindi\Eng @\O NGEMovies\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O afA2Rend82\Eng 
862,862\O ,\O Double\Eng the\Eng fun\Eng .\O Double\Eng the\Eng excitement\Eng .\O Double\Eng the\Eng nerves\Eng .\O Just\Eng few\Eng days\Eng left\Eng for\Eng the\Eng release\Eng of\Eng #\O Judwaa2\Hin=जुड्व़अ2 …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O CuVbfsb3ti\Hin=कुव्ब्फ्स्ब्3अती 
863,863\O ,@\O aniruddhatony\Eng U\Hin=उ know\Hin=क्नो what\Eng I\Eng mean\Eng na\Hin=ना tony\Hin=टोनी da\Hin=दा !\O 
864,864\O ,\O I\Eng don't\Eng know\Hin=क्नो why\Eng I\Eng feel\Eng some\Eng connection\Eng with\Eng this\Eng city\Eng .\O Kolkata\Eng see\Hin=से u\Hin=उ tomorrow\Hin=तोमोर्रो !\O Shayad\Hin=शायद pichle\Hin=पिछ्ल janam\Hin=जनम ka\Hin=का kuch\Hin=कुछ hai\Hin=हैं rishta\Hin=रिश्ता 😉\EMT #\O Judwaa2\Hin=जुड्व़अ2 
865,865\O ,\O Guys\Eng !!\O Sneak\Eng Peek\Eng into\Eng the\Eng '\O action\Eng '\O in\Hin=इन #\O Judwaa2\Hin=जुड्व़अ2 !\O https\Eng ://\O t\Eng .\O co\Eng /\O rSKEnlo2XF\Hin=र्सकेनलो2क्स्फ़ @\O Varun\Hin=वरुँ _\O dvn\Hin=द्व्न @\O Asli\Hin=असली _\O Jacqueline\Eng @\O Tseries\Eng @\O foxstarhindi\Eng @\O NGEMovies\Eng 
866,866\O ,\O Leave\Eng a\Eng little\Eng spark\Eng wherever\Eng you\Eng go\Eng .\O Cover\Eng girl\Eng for\Eng @\O exhibitmagazine\Eng #\O covergirl\Eng #\O magazinecover\Eng #\O covershoot\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O KRolTzCpEG\Hin=क्रोल्ज़्च्पेग 
867,867\O ,@\O Pvsindhu1\Eng U\Hin=उ really\Eng think\Eng so\Eng !\O I\Eng did\Eng !!!\O U\Hin=उ stop\Eng playing\Eng the\Eng third\Eng set\Eng for\Eng god's\Eng sake\Eng 🙈🙈🙈\O 
868,868\O ,\O And\Eng that's\Eng how\Eng u\Hin=उ avenge\Eng the\Eng world\Eng championship\Eng final\Eng result\Eng .\O Congratulations\Eng @\O Pvsindhu1\Eng #\O KoreanSS\Eng #\O Champion\Eng 👏🏼👏🏼👏🏼\O 
869,869\O ,"\O When\Eng you\Eng recall\Eng shoot\Eng days\Eng !\O Here\Eng ,\O taking\Eng some\Eng time\Eng off\Eng with\Eng my\Eng makeup\Eng artist\Eng Mira\Eng for\Hin=फॉर #\O Judwaa2\Hin=जुड्व़अ2 #\O AaTohSahi\Hin=आतोहसही https\Eng ://\O t\Eng .\O co\Hin=को /\O enG6TFfliS\Hin=इँग्6त्फ़्लिस \O "
870,870\O ,\O See\Hin=से my\Eng quintessential\Eng Bollywood\Eng beach\Eng run\Eng but\Eng wait\Eng ....\O that\Eng drone\Eng just\Eng spoilt\Eng my\Eng perfect\Eng beach\Eng hair\Hin=हेयर 😑#\O Judwaa2\Hin=जुड्व़अ2 …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O aD3oWcARbo\Hin=अद्3ओकार्बों 
872,872\O ,\O One\Eng year\Eng since\Eng the\Eng BIG\Eng CHANGE\Hin=चंगे .\O Shall\Eng always\Eng be\Eng #\O PinkDay\Eng for\Eng me\Eng for\Eng the\Eng rest\Eng of\Eng my\Eng life\Eng 16\O September\Eng !\O https\Eng ://\O t\Eng .\O co\Hin=को /\O oSSdOGqGgE\Hin=आस्स्डोग्क़्ग्गे 
874,874\O ,\O Aayega\Hin=आयेगा dugna\Hin=दुगना mazaa\Hin=मज़ा ab\Hin=अब with\Eng full\Eng on\Eng confusion\Hin=कान्फ्यूजन !\O #\O AaTohSahi\Hin=आतोहसही song\Hin=सौंग out\Eng now\Eng !\O https\Eng ://\O t\Eng .\O co\Eng /\O zHh3o5dL2M\Eng #\O Judwaa2\Hin=जुड्व़अ2 @\O Varun\Hin=वरुँ _\O dvn\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O bXZ9Ue2f8L\Eng 
876,876\O ,\O Exactly\Eng one\Eng year\Eng back\Eng !!!!!\O Happy\Hin=हैप्पी birthday\Hin=बर्थ़ड्य Shoojit\Hin=शूजीत da\Hin=दा .\O U\Eng reinstate\Eng the\Eng fact\Eng that\Eng there\Eng is\Hin=इस LIFE\Hin=लाइफ to\Hin=तू LIVE\Hin=लाइव and\Eng sports\Eng to\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O sl5GmAelCh\Hin=स्ल्5गमाइल्च 
877,877\O ,\O Pull\Eng up\Eng your\Eng socks\Eng because\Eng just\Eng two\Eng weeks\Eng to\Eng go\Eng for\Hin=फॉर #\O Judwaa2\Hin=जुड्व़अ2 release\Eng .\O #\O Socks\Eng #\O LoveThisAccessory\Eng #\O MoreStylesToCome\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O uPmLTqmT1B\Hin=उप्म्ल्त्क़्म्त्1ब 
878,878\O ,\O You\Hin=यूं know\Hin=क्नो your\Eng brain\Eng hasn't\Eng relaxed\Eng enough\Eng when\Eng u\Eng wear\Eng a\Eng night\Eng cream\Eng on\Eng your\Eng face\Eng after\Eng taking\Eng shower\Eng at\Eng 5:30\O am\Eng 🙄\O #\O SleepyHead\Eng #\O EarlyMorning\Eng 
879,879\O ,@\O rjprackriti\Hin=र्ज्प्रऐकृति Talk\Eng about\Eng it\Eng !!!!\O 
880,880\O ,#\O AaTohSahi\Hin=आतोहसही out\Hin=आउट tomorrow\Eng !\O Please\Eng give\Eng all\Eng your\Hin=यर love\Hin=लव to\Eng this\Eng wonderful\Eng song\Eng .\O #\O Judwaa2\Eng #\O September29\Eng #\O songouttomorrow\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O 2QuUaunIH4\Hin=2क़ुआऊनिह्4 
